section,index,name,chart_id,t,x,y,z,vx,vy,vz,ax,ay,az,yaw,local_u,local_v,plane_error,boundary_margin,chart_contains,contains
crossing,1,G1,16,1.178773,1.567120,-1.354459,2.595502,,,,,,,,-0.027897,-0.405736,0.000000000,0.175281256,True,True
crossing,2,G5,9,6.072872,9.904170,0.411080,2.923458,,,,,,,,-0.354265,0.317605,0.000000000,0.422888296,True,True
crossing,3,G3,1,8.724666,5.801968,-1.444785,2.808744,,,,,,,,0.797811,0.168680,0.000000000,0.157643253,True,True
crossing,4,G4,2,10.503317,7.644102,-1.716332,1.579868,,,,,,,,-0.555289,-0.045959,0.000000000,0.204031407,True,True
crossing,5,G2,0,12.845189,3.955021,-2.217057,2.117458,,,,,,,,0.596787,0.174268,0.000000000,0.137157182,True,True
crossing,6,G6,11,17.375542,12.489182,-1.742154,2.318134,,,,,,,,-0.209854,-0.012828,0.000000000,0.410218814,True,True
sample,0,drone,,0.000000,0.000000,-1.000000,1.200000,0.765279,-0.179959,0.694812,1.326288,-0.562670,1.691561,-0.230958,,,,,,
sample,1,drone,,0.024998,0.019130,-1.004499,1.217369,0.798434,-0.194024,0.737098,1.961618,-0.828790,2.495229,-0.238386,,,,,,
sample,2,drone,,0.049996,0.039918,-1.009700,1.236852,0.863352,-0.221395,0.819563,2.541318,-1.064480,3.214675,-0.251027,,,,,,
sample,3,drone,,0.074994,0.062294,-1.015567,1.258344,0.925489,-0.247244,0.897818,2.430059,-1.003621,3.046229,-0.261053,,,,,,
sample,4,drone,,0.099992,0.086189,-1.022062,1.281739,0.984845,-0.271572,0.971862,2.318801,-0.942761,2.877783,-0.269064,,,,,,
sample,5,drone,,0.124990,0.111533,-1.029145,1.306933,1.041419,-0.294378,1.041695,2.207542,-0.881901,2.709336,-0.275483,,,,,,
sample,6,drone,,0.149988,0.138256,-1.036779,1.333819,1.095213,-0.315663,1.107318,2.096284,-0.821041,2.540890,-0.280615,,,,,,
sample,7,drone,,0.174985,0.166289,-1.044927,1.362294,1.146225,-0.335427,1.168729,1.985025,-0.760181,2.372444,-0.284687,,,,,,
sample,8,drone,,0.199983,0.195562,-1.053549,1.392251,1.194456,-0.353669,1.225930,1.873767,-0.699321,2.203998,-0.287868,,,,,,
sample,9,drone,,0.224981,0.226006,-1.062609,1.423585,1.239905,-0.370390,1.278920,1.762508,-0.638461,2.035552,-0.290286,,,,,,
sample,10,drone,,0.249979,0.257552,-1.072067,1.456192,1.282574,-0.385589,1.327699,1.651250,-0.577601,1.867106,-0.292041,,,,,,
sample,11,drone,,0.274977,0.290130,-1.081887,1.489965,1.322461,-0.399268,1.372268,1.539991,-0.516741,1.698660,-0.293210,,,,,,
sample,12,drone,,0.299975,0.323670,-1.092029,1.524799,1.359567,-0.411424,1.412625,1.428733,-0.455882,1.530213,-0.293853,,,,,,
sample,13,drone,,0.324973,0.358103,-1.102456,1.560590,1.393892,-0.422060,1.448772,1.317474,-0.395022,1.361767,-0.294017,,,,,,
sample,14,drone,,0.349971,0.393359,-1.113130,1.597232,1.425435,-0.431174,1.480708,1.206216,-0.334162,1.193321,-0.293736,,,,,,
sample,15,drone,,0.374969,0.429368,-1.124013,1.634620,1.454198,-0.438766,1.508433,1.094957,-0.273302,1.024875,-0.293038,,,,,,
sample,16,drone,,0.399967,0.466062,-1.135067,1.672647,1.480179,-0.444838,1.531947,0.983699,-0.212442,0.856429,-0.291943,,,,,,
sample,17,drone,,0.424965,0.503371,-1.146253,1.711211,1.503378,-0.449388,1.551251,0.872440,-0.151582,0.687983,-0.290464,,,,,,
sample,18,drone,,0.449963,0.541225,-1.157534,1.750204,1.523797,-0.452416,1.566344,0.761182,-0.090722,0.519536,-0.288611,,,,,,
sample,19,drone,,0.474961,0.579555,-1.168872,1.789521,1.541434,-0.453923,1.577226,0.649923,-0.029862,0.351090,-0.286386,,,,,,
sample,20,drone,,0.499959,0.618291,-1.180228,1.829058,1.556290,-0.453909,1.583897,0.538665,0.030998,0.182644,-0.283789,,,,,,
sample,21,drone,,0.524956,0.657363,-1.191566,1.868709,1.568365,-0.452374,1.586357,0.427406,0.091857,0.014198,-0.280815,,,,,,
sample,22,drone,,0.549954,0.696702,-1.202845,1.908370,1.577659,-0.449317,1.584606,0.316148,0.152717,-0.154248,-0.277454,,,,,,
