section,index,name,chart_id,t,x,y,z,vx,vy,vz,ax,ay,az,yaw,local_u,local_v,plane_error,boundary_margin,chart_contains,contains
crossing,1,G3,1,2.988195,5.524674,-2.625182,1.533511,,,,,,,,0.705363,0.185089,0.000000000,0.144768798,True,True
crossing,2,G2,4,5.109466,3.443951,-0.132328,2.289039,,,,,,,,-0.596533,-0.029314,0.000000000,0.135660079,True,True
crossing,3,G4,3,7.883978,8.206211,0.420926,1.842616,,,,,,,,-0.410940,0.331399,0.000000000,0.228107265,True,True
crossing,4,G1,15,11.952834,1.611603,-1.618851,2.304369,,,,,,,,-0.095931,-0.372974,0.000000000,0.258345926,True,True
crossing,5,G6,11,19.232430,12.132514,2.349834,2.115988,,,,,,,,-0.371828,0.036472,0.000000000,0.257041957,True,True
crossing,6,G5,3,21.270356,9.752505,1.740373,2.148594,,,,,,,,0.378178,0.312942,0.000000000,0.165475587,True,True
sample,0,drone,,0.000000,0.000000,-1.000000,1.200000,1.042977,-0.308490,0.062175,1.032094,-0.369660,0.031360,-0.287579,,,,,,
sample,1,drone,,0.024994,0.026068,-1.007710,1.201554,1.068773,-0.317729,0.062959,1.538442,-0.550787,0.046853,-0.288963,,,,,,
sample,2,drone,,0.049987,0.053425,-1.015882,1.203147,1.119880,-0.336022,0.064517,2.025392,-0.724507,0.061972,-0.291504,,,,,,
sample,3,drone,,0.074981,0.082048,-1.024507,1.204779,1.170017,-0.353945,0.066057,1.986595,-0.709694,0.061222,-0.293760,,,,,,
sample,4,drone,,0.099975,0.111911,-1.033575,1.206449,1.219184,-0.371498,0.067578,1.947799,-0.694881,0.060473,-0.295772,,,,,,
sample,5,drone,,0.124968,0.142991,-1.043077,1.208157,1.267382,-0.388680,0.069080,1.909003,-0.680069,0.059724,-0.297574,,,,,,
sample,6,drone,,0.149962,0.175264,-1.053004,1.209902,1.314610,-0.405492,0.070563,1.870206,-0.665256,0.058975,-0.299192,,,,,,
sample,7,drone,,0.174955,0.208705,-1.063347,1.211684,1.360868,-0.421934,0.072028,1.831410,-0.650443,0.058226,-0.300649,,,,,,
sample,8,drone,,0.199949,0.243290,-1.074096,1.213503,1.406157,-0.438006,0.073474,1.792613,-0.635631,0.057477,-0.301966,,,,,,
sample,9,drone,,0.224943,0.278995,-1.085241,1.215357,1.450476,-0.453708,0.074901,1.753817,-0.620818,0.056728,-0.303157,,,,,,
sample,10,drone,,0.249936,0.315795,-1.096775,1.217247,1.493826,-0.469039,0.076309,1.715021,-0.606005,0.055979,-0.304237,,,,,,
sample,11,drone,,0.274930,0.353667,-1.108687,1.219172,1.536205,-0.484000,0.077699,1.676224,-0.591192,0.055229,-0.305217,,,,,,
sample,12,drone,,0.299924,0.392586,-1.120969,1.221131,1.577616,-0.498591,0.079070,1.637428,-0.576380,0.054480,-0.306108,,,,,,
sample,13,drone,,0.324917,0.432528,-1.133611,1.223124,1.618056,-0.512812,0.080422,1.598631,-0.561567,0.053731,-0.306917,,,,,,
sample,14,drone,,0.349911,0.473468,-1.146603,1.225151,1.657527,-0.526663,0.081756,1.559835,-0.546754,0.052982,-0.307652,,,,,,
sample,15,drone,,0.374905,0.515383,-1.159937,1.227211,1.696028,-0.540143,0.083071,1.521039,-0.531942,0.052233,-0.308319,,,,,,
sample,16,drone,,0.399898,0.558248,-1.173603,1.229303,1.733559,-0.553253,0.084367,1.482242,-0.517129,0.051484,-0.308925,,,,,,
sample,17,drone,,0.424892,0.602039,-1.187593,1.231428,1.770121,-0.565993,0.085644,1.443446,-0.502316,0.050735,-0.309474,,,,,,
sample,18,drone,,0.449885,0.646732,-1.201896,1.233585,1.805713,-0.578362,0.086903,1.404649,-0.487503,0.049986,-0.309971,,,,,,
sample,19,drone,,0.474879,0.692302,-1.216503,1.235772,1.840336,-0.590362,0.088143,1.365853,-0.472691,0.049236,-0.310420,,,,,,
sample,20,drone,,0.499873,0.738725,-1.231406,1.237991,1.873989,-0.601991,0.089364,1.327056,-0.457878,0.048487,-0.310823,,,,,,
sample,21,drone,,0.524866,0.785977,-1.246595,1.240239,1.906672,-0.613250,0.090567,1.288260,-0.443065,0.047738,-0.311184,,,,,,
sample,22,drone,,0.549860,0.834034,-1.262061,1.242518,1.938385,-0.624138,0.091751,1.249464,-0.428252,0.046989,-0.311506,,,,,,
sample,23,drone,,0.574854,0.882872,-1.277794,1.244826,1.969129,-0.634657,0.092916,1.210667,-0.413440,0.046240,-0.311791,,,,,,
sample,24,drone,,0.599847,0.932466,-1.293786,1.247162,1.998903,-0.644805,0.094062,1.171871,-0.398627,0.045491,-0.312041,,,,,,
sample,25,drone,,0.624841,0.982792,-1.310026,1.249527,2.027708,-0.654583,0.095190,1.133074,-0.383814,0.044742,-0.312258,,,,,,
sample,26,drone,,0.649835,1.033825,-1.326507,1.251921,2.055542,-0.663991,0.096299,1.094278,-0.369002,0.043993,-0.312444,,,,,,
sample,27,drone,,0.674828,1.085543,-1.343217,1.254341,2.082408,-0.673029,0.097389,1.055482,-0.354189,0.043243,-0.312601,,,,,,
sample,28,drone,,0.699822,1.137919,-1.360150,1.256789,2.108303,-0.681696,0.098460,1.016685,-0.339376,0.042494,-0.312729,,,,,,
sample,29,drone,,0.724815,1.190931,-1.377294,1.259263,2.133229,-0.689993,0.099513,0.977889,-0.324563,0.041745,-0.312829,,,,,,
sample,30,drone,,0.749809,1.244553,-1.394640,1.261763,2.157185,-0.697920,0.100547,0.939092,-0.309751,0.040996,-0.312904,,,,,,
sample,31,drone,,0.774803,1.298763,-1.412181,1.264289,2.180172,-0.705477,0.101562,0.900296,-0.294938,0.040247,-0.312954,,,,,,
sample,32,drone,,0.799796,1.353534,-1.429905,1.266840,2.202188,-0.712663,0.102559,0.861499,-0.280125,0.039498,-0.312979,,,,,,
sample,33,drone,,0.824790,1.408844,-1.447805,1.269416,2.223236,-0.719479,0.103537,0.822703,-0.265313,0.038749,-0.312982,,,,,,
sample,34,drone,,0.849784,1.464668,-1.465870,1.272015,2.243313,-0.725925,0.104496,0.783907,-0.250500,0.038000,-0.312961,,,,,,
sample,35,drone,,0.874777,1.520981,-1.484092,1.274639,2.262421,-0.732001,0.105436,0.745110,-0.235687,0.037250,-0.312918,,,,,,
sample,36,drone,,0.899771,1.577760,-1.502461,1.277286,2.280559,-0.737707,0.106358,0.706314,-0.220874,0.036501,-0.312853,,,,,,
sample,37,drone,,0.924765,1.634980,-1.520968,1.279956,2.297728,-0.743042,0.107261,0.667517,-0.206062,0.035752,-0.312767,,,,,,
sample,38,drone,,0.949758,1.692617,-1.539603,1.282648,2.313926,-0.748007,0.108145,0.628721,-0.191249,0.035003,-0.312660,,,,,,
sample,39,drone,,0.974752,1.750647,-1.558359,1.285361,2.329156,-0.752602,0.109010,0.589925,-0.176436,0.034254,-0.312533,,,,,,
sample,40,drone,,0.999745,1.809045,-1.577224,1.288097,2.343415,-0.756827,0.109857,0.551128,-0.161624,0.033505,-0.312385,,,,,,
sample,41,drone,,1.024739,1.867788,-1.596190,1.290853,2.356705,-0.760681,0.110685,0.512332,-0.146811,0.032756,-0.312217,,,,,,
sample,42,drone,,1.049733,1.926851,-1.615248,1.293630,2.369025,-0.764165,0.111494,0.473535,-0.131998,0.032007,-0.312028,,,,,,
sample,43,drone,,1.074726,1.986209,-1.634389,1.296426,2.380376,-0.767279,0.112285,0.434739,-0.117185,0.031257,-0.311820,,,,,,
sample,44,drone,,1.099720,2.045839,-1.653603,1.299242,2.390757,-0.770023,0.113057,0.395942,-0.102373,0.030508,-0.311592,,,,,,
sample,45,drone,,1.124714,2.105716,-1.672880,1.302078,2.400168,-0.772397,0.113810,0.357146,-0.087560,0.029759,-0.311343,,,,,,
sample,46,drone,,1.149707,2.165817,-1.692213,1.304931,2.408609,-0.774400,0.114545,0.318350,-0.072747,0.029010,-0.311075,,,,,,
sample,47,drone,,1.174701,2.226116,-1.711590,1.307803,2.416081,-0.776033,0.115260,0.279553,-0.057935,0.028261,-0.310787,,,,,,
sample,48,drone,,1.199695,2.286590,-1.731004,1.310693,2.422583,-0.777296,0.115957,0.240757,-0.043122,0.027512,-0.310478,,,,,,
sample,49,drone,,1.224688,2.347215,-1.750445,1.313600,2.428116,-0.778189,0.116635,0.201960,-0.028309,0.026763,-0.310148,,,,,,
sample,50,drone,,1.249682,2.407965,-1.769904,1.316523,2.432679,-0.778711,0.117295,0.163164,-0.013496,0.026014,-0.309798,,,,,,
sample,51,drone,,1.274675,2.468818,-1.789371,1.319463,2.436272,-0.778863,0.117936,0.124368,0.001316,0.025264,-0.309426,,,,,,
sample,52,drone,,1.299669,2.529748,-1.808837,1.322419,2.438896,-0.778645,0.118558,0.085571,0.016129,0.024515,-0.309033,,,,,,
sample,53,drone,,1.324663,2.590731,-1.828293,1.325389,2.440550,-0.778057,0.119161,0.046775,0.030942,0.023766,-0.308618,,,,,,
sample,54,drone,,1.349656,2.651744,-1.847730,1.328375,2.441234,-0.777099,0.119746,0.007978,0.045755,0.023017,-0.308180,,,,,,
sample,55,drone,,1.374650,2.712762,-1.867138,1.331375,2.440948,-0.775770,0.120312,-0.030818,0.060567,0.022268,-0.307720,,,,,,
sample,56,drone,,1.399644,2.773760,-1.886509,1.334389,2.439693,-0.774071,0.120859,-0.069615,0.075380,0.021519,-0.307236,,,,,,
sample,57,drone,,1.424637,2.834716,-1.905832,1.337417,2.437469,-0.772002,0.121387,-0.108411,0.090193,0.020770,-0.306727,,,,,,
sample,58,drone,,1.449631,2.895603,-1.925099,1.340457,2.434274,-0.769563,0.121897,-0.147207,0.105005,0.020021,-0.306194,,,,,,
sample,59,drone,,1.474625,2.956398,-1.944300,1.343510,2.430110,-0.766753,0.122388,-0.186004,0.119818,0.019271,-0.305636,,,,,,
sample,60,drone,,1.499618,3.017077,-1.963427,1.346575,2.424976,-0.763573,0.122861,-0.224800,0.134631,0.018522,-0.305050,,,,,,
sample,61,drone,,1.524612,3.077616,-1.982469,1.349651,2.418873,-0.760023,0.123314,-0.263597,0.149444,0.017773,-0.304438,,,,,,
sample,62,drone,,1.549605,3.137990,-2.001418,1.352739,2.411800,-0.756103,0.123749,-0.302393,0.164256,0.017024,-0.303797,,,,,,
sample,63,drone,,1.574599,3.198176,-2.020265,1.355837,2.403757,-0.751812,0.124165,-0.341189,0.179069,0.016275,-0.303127,,,,,,
sample,64,drone,,1.599593,3.258148,-2.038999,1.358946,2.394745,-0.747152,0.124563,-0.379986,0.193882,0.015526,-0.302426,,,,,,
sample,65,drone,,1.624586,3.317882,-2.057613,1.362064,2.384763,-0.742121,0.124941,-0.418782,0.208694,0.014777,-0.301693,,,,,,
sample,66,drone,,1.649580,3.377355,-2.076096,1.365191,2.373811,-0.736720,0.125301,-0.457579,0.223507,0.014028,-0.300928,,,,,,
sample,67,drone,,1.674574,3.436543,-2.094439,1.368327,2.361890,-0.730948,0.125642,-0.496375,0.238320,0.013278,-0.300128,,,,,,
sample,68,drone,,1.699567,3.495420,-2.112634,1.371472,2.348999,-0.724807,0.125965,-0.535172,0.253133,0.012529,-0.299291,,,,,,
sample,69,drone,,1.724561,3.553963,-2.130671,1.374624,2.335138,-0.718295,0.126269,-0.573968,0.267945,0.011780,-0.298417,,,,,,
sample,70,drone,,1.749555,3.612147,-2.148540,1.377784,2.320307,-0.711413,0.126554,-0.612764,0.282758,0.011031,-0.297503,,,,,,
sample,71,drone,,1.774548,3.669949,-2.166232,1.380950,2.304507,-0.704161,0.126820,-0.651561,0.297571,0.010282,-0.296548,,,,,,
sample,72,drone,,1.799542,3.727343,-2.183739,1.384123,2.287738,-0.696538,0.127068,-0.690357,0.312383,0.009533,-0.295549,,,,,,
sample,73,drone,,1.824535,3.784306,-2.201050,1.387302,2.269998,-0.688545,0.127297,-0.729154,0.327196,0.008784,-0.294504,,,,,,
sample,74,drone,,1.849529,3.840814,-2.218157,1.390486,2.251289,-0.680182,0.127507,-0.767950,0.342009,0.008035,-0.293410,,,,,,
sample,75,drone,,1.874523,3.896842,-2.235051,1.393675,2.231611,-0.671449,0.127698,-0.806746,0.356822,0.007285,-0.292265,,,,,,
sample,76,drone,,1.899516,3.952366,-2.251721,1.396869,2.210962,-0.662346,0.127871,-0.845543,0.371634,0.006536,-0.291066,,,,,,
sample,77,drone,,1.924510,4.007362,-2.268160,1.400067,2.189344,-0.652872,0.128025,-0.884339,0.386447,0.005787,-0.289809,,,,,,
sample,78,drone,,1.949504,4.061806,-2.284357,1.403269,2.166757,-0.643029,0.128160,-0.923136,0.401260,0.005038,-0.288491,,,,,,
sample,79,drone,,1.974497,4.115672,-2.300303,1.406474,2.143199,-0.632814,0.128277,-0.961932,0.416072,0.004289,-0.287108,,,,,,
