section,index,name,chart_id,t,x,y,z,vx,vy,vz,ax,ay,az,yaw,local_u,local_v,plane_error,boundary_margin,chart_contains,contains
crossing,1,G1,14,1.604749,2.220507,-0.714525,1.719426,,,,,,,,-0.186232,-0.272418,0.000000000,0.331406362,True,True
crossing,2,G5,9,5.934230,9.407806,3.086462,3.110252,,,,,,,,-0.365736,0.330091,0.000000000,0.418014648,True,True
crossing,3,G4,0,9.561123,7.586126,-2.808884,2.365485,,,,,,,,0.367613,-0.466266,0.000000000,0.156905628,True,True
crossing,4,G2,4,13.380103,4.188444,3.091755,2.550061,,,,,,,,-0.616318,-0.030824,0.000000000,0.140923879,True,True
crossing,5,G3,20,15.575370,6.122329,-0.333276,2.228779,,,,,,,,0.475969,-0.455649,0.000000000,0.154673523,True,True
crossing,6,G6,4,19.124017,12.290479,-3.528809,1.772463,,,,,,,,0.183853,0.644656,0.000000000,0.151942634,True,True
sample,0,drone,,0.000000,0.000000,-1.000000,1.200000,0.788128,0.097236,0.184773,1.061916,-0.021874,0.264397,0.122756,,,,,,
sample,1,drone,,0.024991,0.019696,-0.997570,1.204618,0.814666,0.096690,0.191381,1.576360,-0.031053,0.392340,0.118134,,,,,,
sample,2,drone,,0.049981,0.040718,-0.995167,1.209565,0.866917,0.095684,0.204383,2.057778,-0.036715,0.511774,0.109928,,,,,,
sample,3,drone,,0.074972,0.063026,-0.992788,1.214833,0.917517,0.094855,0.216960,1.991724,-0.029681,0.494756,0.103016,,,,,,
sample,4,drone,,0.099963,0.086577,-0.990426,1.220409,0.966466,0.094201,0.229112,1.925671,-0.022647,0.477737,0.097162,,,,,,
sample,5,drone,,0.124953,0.111331,-0.988079,1.226284,1.013765,0.093723,0.240838,1.859617,-0.015614,0.460718,0.092188,,,,,,
sample,6,drone,,0.149944,0.137246,-0.985742,1.232447,1.059412,0.093420,0.252139,1.793564,-0.008580,0.443699,0.087954,,,,,,
sample,7,drone,,0.174935,0.164282,-0.983410,1.238887,1.103409,0.093294,0.263015,1.727510,-0.001547,0.426681,0.084350,,,,,,
sample,8,drone,,0.199925,0.192396,-0.981079,1.245593,1.145756,0.093343,0.273465,1.661457,0.005487,0.409662,0.081289,,,,,,
sample,9,drone,,0.224916,0.221548,-0.978745,1.252555,1.186451,0.093568,0.283490,1.595403,0.012520,0.392643,0.078701,,,,,,
