update,global_steps,stage,episodes,average_return,success_rate,collision_rate,timeout_rate,wall_collision_rate,window_collision_rate,progress_delta_mean,progress_reward_mean,risk_penalty_mean,alignment_reward_mean,average_action_norm,eval_success_rate,eval_collision_rate,eval_timeout_rate,eval_average_steps,loss,policy_loss,value_loss,entropy,approx_kl,old_approx_kl,clip_fraction,ppo_updates,ppo_evaluations,early_stop_epoch,advantage_mean,advantage_std,explained_variance,log_std_mean,std_mean
1,86016,C2A,80,-3.9544812490421584,0.0,1.0,0.0,1.0,0.0,0.08436089576753147,0.10123307492103777,0.0,0.025188047373585504,0.44697626036054317,0.75,0.25,0.0,149.5,4.110019862651825,-0.0011046661820728332,8.224361225962639,0.2640276104211807,0.017086347296753956,0.01779257315592986,0.2158203125,32.0,32.0,0.0,0.12975646555423737,2.9560325145721436,0.03669339418411255,-1.2895727157592773,0.27538973093032837
2,90112,C2A,73,-3.628043645862592,0.0,1.0,0.0,1.0,0.0,0.08460361134257255,0.10152433361108706,0.0,0.025210685753609144,0.44544486711333775,,,,,3.3311424404382706,-0.0024009794869925827,6.669109180569649,0.252782192081213,0.01294443024062275,0.014825019094587333,0.17529296875,32.0,32.0,0.0,0.23888468742370605,2.6472463607788086,0.08320969343185425,-1.2963716983795166,0.27352386713027954
3,94208,C2A,60,-2.6755959764349124,0.0,1.0,0.0,1.0,0.0,0.08873868213850074,0.10648641856620088,0.0,0.02659069533903704,0.4529513072801592,,,,,3.2877898439764977,0.0005637492868117988,6.576372295618057,0.24001265317201614,0.016579674484546558,0.018629721420893475,0.19781494140625,32.0,32.0,0.0,0.21627485752105713,2.620089054107666,0.12416303157806396,-1.301174283027649,0.2722128629684448
4,98304,C2A,47,-1.8037794542802066,0.02127659574468085,0.9787234042553191,0.0,0.9787234042553191,0.0,0.09193098775722319,0.11031718530866783,0.0,0.02760513181257011,0.45934547258957537,,,,,3.81949133425951,-0.002749411389231682,7.646329343318939,0.230991929769516,0.011886953641351283,0.011080311972364143,0.14837646484375,32.0,32.0,0.0,0.5962916612625122,2.8779537677764893,0.1715761423110962,-1.3065862655639648,0.2707447409629822
5,102400,C2A,28,-0.10347853994026956,0.03571428571428571,0.9642857142857143,0.0,0.9285714285714286,0.03571428571428571,0.09867362784279976,0.11840835341135972,-2.901216597820166e-06,0.029013630120141444,0.46966733830311114,0.75,0.125,0.125,158.5,3.2080215215682983,0.005175203405087814,6.407459110021591,0.22081208974123,0.012619596167496638,0.01246886765875388,0.15765380859375,32.0,32.0,0.0,1.0298395156860352,2.6196231842041016,0.1513364315032959,-1.3102720975875854,0.2697490453720093
