section,index,name,chart_id,t,x,y,z,vx,vy,vz,ax,ay,az,yaw,local_u,local_v,plane_error,boundary_margin,chart_contains,contains
crossing,1,G6,11,6.780479,11.781393,3.122621,3.274571,,,,,,,,-0.494095,0.049072,0.000000000,0.205212560,True,True
crossing,2,G2,0,11.898473,3.312878,0.901776,1.965043,,,,,,,,0.562740,0.227515,0.000000000,0.134590346,True,True
crossing,3,G3,0,14.183710,6.046701,-1.111602,3.038763,,,,,,,,0.768379,0.032539,0.000000000,0.046308087,True,True
crossing,4,G1,13,16.401051,2.429653,-0.302501,2.785641,,,,,,,,-0.197473,-0.193381,0.000000000,0.357489857,True,True
crossing,5,G4,3,19.866028,8.217038,2.294532,2.299292,,,,,,,,-0.345898,0.431370,0.000000000,0.205294417,True,True
crossing,6,G5,14,20.990162,9.914915,2.028989,2.899991,,,,,,,,0.059106,-0.258722,0.000000000,0.145955190,True,True
sample,0,drone,,0.000000,0.000000,-1.000000,1.200000,0.967216,0.338329,0.170285,0.460446,0.156116,0.079855,0.336493,,,,,,
sample,1,drone,,0.024980,0.024161,-0.991549,1.204254,0.978718,0.342228,0.172280,0.688741,0.233528,0.119449,0.336381,,,,,,
sample,2,drone,,0.049960,0.048897,-0.982902,1.208607,1.001626,0.349996,0.176253,0.913179,0.309645,0.158378,0.336165,,,,,,
sample,3,drone,,0.074940,0.074203,-0.974063,1.213059,1.024341,0.357698,0.180193,0.905464,0.307058,0.157047,0.335961,,,,,,
sample,4,drone,,0.099920,0.100073,-0.965032,1.217610,1.046863,0.365336,0.184099,0.897750,0.304470,0.155716,0.335768,,,,,,
sample,5,drone,,0.124900,0.126504,-0.955810,1.222257,1.069193,0.372910,0.187972,0.890036,0.301883,0.154385,0.335585,,,,,,
sample,6,drone,,0.149881,0.153490,-0.946401,1.227001,1.091330,0.380419,0.191812,0.882322,0.299295,0.153054,0.335412,,,,,,
sample,7,drone,,0.174861,0.181027,-0.936805,1.231840,1.113274,0.387863,0.195619,0.874607,0.296708,0.151723,0.335247,,,,,,
sample,8,drone,,0.199841,0.209110,-0.927023,1.236774,1.135025,0.395242,0.199392,0.866893,0.294120,0.150392,0.335091,,,,,,
sample,9,drone,,0.224821,0.237733,-0.917058,1.241802,1.156584,0.402557,0.203132,0.859179,0.291533,0.149061,0.334943,,,,,,
sample,10,drone,,0.249801,0.266893,-0.906911,1.246922,1.177950,0.409807,0.206839,0.851464,0.288945,0.147730,0.334802,,,,,,
sample,11,drone,,0.274781,0.296584,-0.896584,1.252135,1.199123,0.416993,0.210513,0.843750,0.286358,0.146399,0.334667,,,,,,
sample,12,drone,,0.299761,0.326801,-0.886078,1.257440,1.220104,0.424114,0.214153,0.836036,0.283770,0.145068,0.334539,,,,,,
sample,13,drone,,0.324741,0.357540,-0.875395,1.262835,1.240892,0.431170,0.217761,0.828322,0.281182,0.143737,0.334417,,,,,,
sample,14,drone,,0.349721,0.388796,-0.864537,1.268319,1.261487,0.438162,0.221335,0.820607,0.278595,0.142406,0.334301,,,,,,
sample,15,drone,,0.374701,0.420565,-0.853505,1.273892,1.281889,0.445089,0.224875,0.812893,0.276007,0.141075,0.334190,,,,,,
sample,16,drone,,0.399682,0.452840,-0.842300,1.279554,1.302099,0.451951,0.228383,0.805179,0.273420,0.139744,0.334084,,,,,,
sample,17,drone,,0.424662,0.485618,-0.830925,1.285302,1.322116,0.458749,0.231857,0.797464,0.270832,0.138413,0.333982,,,,,,
sample,18,drone,,0.449642,0.518893,-0.819381,1.291137,1.341941,0.465482,0.235298,0.789750,0.268245,0.137082,0.333886,,,,,,
sample,19,drone,,0.474622,0.552661,-0.807670,1.297058,1.361572,0.472150,0.238705,0.782036,0.265657,0.135751,0.333793,,,,,,
sample,20,drone,,0.499602,0.586917,-0.795792,1.303063,1.381011,0.478754,0.242080,0.774322,0.263070,0.134420,0.333704,,,,,,
sample,21,drone,,0.524582,0.621657,-0.783751,1.309152,1.400258,0.485293,0.245421,0.766607,0.260482,0.133089,0.333620,,,,,,
sample,22,drone,,0.549562,0.656875,-0.771547,1.315325,1.419311,0.491768,0.248729,0.758893,0.257895,0.131758,0.333539,,,,,,
sample,23,drone,,0.574542,0.692566,-0.759182,1.321579,1.438172,0.498178,0.252004,0.751179,0.255307,0.130427,0.333461,,,,,,
sample,24,drone,,0.599522,0.728726,-0.746658,1.327915,1.456840,0.504523,0.255245,0.743464,0.252720,0.129096,0.333387,,,,,,
sample,25,drone,,0.624502,0.765350,-0.733976,1.334331,1.475316,0.510804,0.258453,0.735750,0.250132,0.127765,0.333315,,,,,,
sample,26,drone,,0.649483,0.802433,-0.721138,1.340827,1.493598,0.517020,0.261628,0.728036,0.247544,0.126434,0.333247,,,,,,
sample,27,drone,,0.674463,0.839970,-0.708146,1.347402,1.511688,0.523171,0.264770,0.720322,0.244957,0.125103,0.333182,,,,,,
sample,28,drone,,0.699443,0.877957,-0.695000,1.354055,1.529586,0.529258,0.267879,0.712607,0.242369,0.123772,0.333119,,,,,,
sample,29,drone,,0.724423,0.916389,-0.681704,1.360785,1.547290,0.535280,0.270954,0.704893,0.239782,0.122441,0.333059,,,,,,
sample,30,drone,,0.749403,0.955260,-0.668258,1.367592,1.564802,0.541237,0.273996,0.697179,0.237194,0.121110,0.333002,,,,,,
sample,31,drone,,0.774383,0.994567,-0.654664,1.374474,1.582122,0.547130,0.277004,0.689465,0.234607,0.119779,0.332947,,,,,,
sample,32,drone,,0.799363,1.034303,-0.640923,1.381431,1.599248,0.552958,0.279980,0.681750,0.232019,0.118448,0.332894,,,,,,
sample,33,drone,,0.824343,1.074465,-0.627038,1.388462,1.616182,0.558722,0.282922,0.674036,0.229432,0.117117,0.332843,,,,,,
sample,34,drone,,0.849323,1.115048,-0.613009,1.395566,1.632923,0.564421,0.285831,0.666322,0.226844,0.115786,0.332795,,,,,,
sample,35,drone,,0.874303,1.156047,-0.598839,1.402742,1.649472,0.570055,0.288707,0.658607,0.224257,0.114454,0.332748,,,,,,
sample,36,drone,,0.899284,1.197456,-0.584529,1.409990,1.665827,0.575625,0.291549,0.650893,0.221669,0.113123,0.332704,,,,,,
sample,37,drone,,0.924264,1.239272,-0.570081,1.417308,1.681990,0.581130,0.294358,0.643179,0.219082,0.111792,0.332661,,,,,,
sample,38,drone,,0.949244,1.281489,-0.555496,1.424696,1.697961,0.586570,0.297134,0.635465,0.216494,0.110461,0.332621,,,,,,
sample,39,drone,,0.974224,1.324102,-0.540776,1.432153,1.713738,0.591946,0.299877,0.627750,0.213906,0.109130,0.332582,,,,,,
sample,40,drone,,0.999204,1.367107,-0.525922,1.439678,1.729323,0.597257,0.302587,0.620036,0.211319,0.107799,0.332544,,,,,,
sample,41,drone,,1.024184,1.410499,-0.510937,1.447270,1.744715,0.602503,0.305263,0.612322,0.208731,0.106468,0.332509,,,,,,
sample,42,drone,,1.049164,1.454274,-0.495821,1.454929,1.759915,0.607685,0.307906,0.604607,0.206144,0.105137,0.332475,,,,,,
sample,43,drone,,1.074144,1.498425,-0.480577,1.462653,1.774922,0.612802,0.310515,0.596893,0.203556,0.103806,0.332442,,,,,,
sample,44,drone,,1.099124,1.542949,-0.465205,1.470442,1.789736,0.617855,0.313092,0.589179,0.200969,0.102475,0.332411,,,,,,
sample,45,drone,,1.124104,1.587841,-0.449708,1.478295,1.804357,0.622843,0.315635,0.581465,0.198381,0.101144,0.332382,,,,,,
sample,46,drone,,1.149084,1.633095,-0.434088,1.486212,1.818786,0.627766,0.318145,0.573750,0.195794,0.099813,0.332353,,,,,,
sample,47,drone,,1.174065,1.678708,-0.418345,1.494190,1.833022,0.632625,0.320622,0.566036,0.193206,0.098482,0.332327,,,,,,
sample,48,drone,,1.199045,1.724673,-0.402482,1.502230,1.847065,0.637419,0.323065,0.558322,0.190619,0.097151,0.332301,,,,,,
sample,49,drone,,1.224025,1.770987,-0.386500,1.510330,1.860916,0.642148,0.325475,0.550608,0.188031,0.095820,0.332277,,,,,,
sample,50,drone,,1.249005,1.817645,-0.370400,1.518491,1.874574,0.646813,0.327852,0.542893,0.185444,0.094489,0.332254,,,,,,
sample,51,drone,,1.273985,1.864641,-0.354185,1.526710,1.888039,0.651413,0.330196,0.535179,0.182856,0.093158,0.332232,,,,,,
sample,52,drone,,1.298965,1.911972,-0.337855,1.534987,1.901311,0.655948,0.332507,0.527465,0.180268,0.091827,0.332212,,,,,,
sample,53,drone,,1.323945,1.959631,-0.321413,1.543322,1.914391,0.660419,0.334784,0.519750,0.177681,0.090496,0.332192,,,,,,
sample,54,drone,,1.348925,2.007615,-0.304861,1.551713,1.927278,0.664825,0.337028,0.512036,0.175093,0.089165,0.332174,,,,,,
sample,55,drone,,1.373905,2.055918,-0.288199,1.560160,1.939972,0.669167,0.339239,0.504322,0.172506,0.087834,0.332156,,,,,,
sample,56,drone,,1.398885,2.104536,-0.271429,1.568662,1.952474,0.673444,0.341416,0.496608,0.169918,0.086503,0.332140,,,,,,
sample,57,drone,,1.423866,2.153464,-0.254553,1.577217,1.964783,0.677656,0.343560,0.488893,0.167331,0.085172,0.332125,,,,,,
sample,58,drone,,1.448846,2.202697,-0.237573,1.585826,1.976899,0.681803,0.345671,0.481179,0.164743,0.083841,0.332111,,,,,,
sample,59,drone,,1.473826,2.252231,-0.220490,1.594487,1.988823,0.685886,0.347749,0.473465,0.162156,0.082510,0.332098,,,,,,
sample,60,drone,,1.498806,2.302059,-0.203306,1.603200,2.000554,0.689905,0.349793,0.465750,0.159568,0.081179,0.332086,,,,,,
sample,61,drone,,1.523786,2.352179,-0.186022,1.611963,2.012092,0.693858,0.351805,0.458036,0.156981,0.079848,0.332074,,,,,,
sample,62,drone,,1.548766,2.402584,-0.168641,1.620776,2.023437,0.697747,0.353783,0.450322,0.154393,0.078517,0.332064,,,,,,
sample,63,drone,,1.573746,2.453270,-0.151163,1.629638,2.034590,0.701572,0.355727,0.442608,0.151806,0.077186,0.332055,,,,,,
sample,64,drone,,1.598726,2.504232,-0.133590,1.638548,2.045550,0.705332,0.357639,0.434893,0.149218,0.075855,0.332046,,,,,,
sample,65,drone,,1.623706,2.555466,-0.115924,1.647506,2.056317,0.709027,0.359517,0.427179,0.146630,0.074524,0.332039,,,,,,
sample,66,drone,,1.648686,2.606966,-0.098167,1.656510,2.066892,0.712657,0.361362,0.419465,0.144043,0.073193,0.332032,,,,,,
sample,67,drone,,1.673667,2.658728,-0.080320,1.665559,2.077274,0.716223,0.363174,0.411750,0.141455,0.071862,0.332026,,,,,,
sample,68,drone,,1.698647,2.710747,-0.062384,1.674654,2.087463,0.719725,0.364952,0.404036,0.138868,0.070531,0.332021,,,,,,
sample,69,drone,,1.723627,2.763019,-0.044362,1.683792,2.097460,0.723161,0.366698,0.396322,0.136280,0.069200,0.332017,,,,,,
sample,70,drone,,1.748607,2.815537,-0.026255,1.692974,2.107263,0.726533,0.368410,0.388608,0.133693,0.067869,0.332013,,,,,,
sample,71,drone,,1.773587,2.868298,-0.008064,1.702198,2.116875,0.729840,0.370088,0.380893,0.131105,0.066538,0.332010,,,,,,
sample,72,drone,,1.798567,2.921296,0.010208,1.711464,2.126293,0.733083,0.371734,0.373179,0.128518,0.065207,0.332008,,,,,,
sample,73,drone,,1.823547,2.974528,0.028561,1.720770,2.135519,0.736261,0.373346,0.365465,0.125930,0.063876,0.332007,,,,,,
sample,74,drone,,1.848527,3.027987,0.046992,1.730116,2.144552,0.739375,0.374925,0.357751,0.123343,0.062545,0.332007,,,,,,
sample,75,drone,,1.873507,3.081670,0.065500,1.739501,2.153392,0.742423,0.376471,0.350036,0.120755,0.061214,0.332007,,,,,,
sample,76,drone,,1.898487,3.135571,0.084083,1.748925,2.162040,0.745408,0.377983,0.342322,0.118167,0.059883,0.332009,,,,,,
sample,77,drone,,1.923467,3.189686,0.102741,1.758386,2.170494,0.748327,0.379463,0.334608,0.115580,0.058552,0.332010,,,,,,
sample,78,drone,,1.948448,3.244010,0.121470,1.767883,2.178757,0.751182,0.380909,0.326893,0.112992,0.057221,0.332013,,,,,,
sample,79,drone,,1.973428,3.298537,0.140270,1.777416,2.186826,0.753972,0.382321,0.319179,0.110405,0.055890,0.332016,,,,,,
sample,80,drone,,1.998408,3.353264,0.159138,1.786984,2.194703,0.756698,0.383701,0.311465,0.107817,0.054559,0.332020,,,,,,
sample,81,drone,,2.023388,3.408185,0.178075,1.796586,2.202387,0.759359,0.385047,0.303751,0.105230,0.053228,0.332025,,,,,,
sample,82,drone,,2.048368,3.463295,0.197076,1.806221,2.209878,0.761955,0.386360,0.296036,0.102642,0.051897,0.332030,,,,,,
sample,83,drone,,2.073348,3.518591,0.216142,1.815888,2.217177,0.764487,0.387640,0.288322,0.100055,0.050566,0.332037,,,,,,
sample,84,drone,,2.098328,3.574066,0.235270,1.825587,2.224283,0.766954,0.388886,0.280608,0.097467,0.049235,0.332043,,,,,,
sample,85,drone,,2.123308,3.629716,0.254459,1.835317,2.231196,0.769356,0.390100,0.272893,0.094880,0.047903,0.332051,,,,,,
sample,86,drone,,2.148288,3.685537,0.273707,1.845077,2.237917,0.771694,0.391280,0.265179,0.092292,0.046572,0.332059,,,,,,
sample,87,drone,,2.173268,3.741523,0.293013,1.854865,2.244445,0.773967,0.392426,0.257465,0.089705,0.045241,0.332068,,,,,,
sample,88,drone,,2.198249,3.797670,0.312375,1.864682,2.250780,0.776176,0.393540,0.249751,0.087117,0.043910,0.332077,,,,,,
sample,89,drone,,2.223229,3.853973,0.331791,1.874527,2.256922,0.778320,0.394620,0.242036,0.084529,0.042579,0.332087,,,,,,
sample,90,drone,,2.248209,3.910426,0.351260,1.884398,2.262872,0.780399,0.395667,0.234322,0.081942,0.041248,0.332098,,,,,,
sample,91,drone,,2.273189,3.967026,0.370780,1.894294,2.268629,0.782413,0.396681,0.226608,0.079354,0.039917,0.332110,,,,,,
sample,92,drone,,2.298169,4.023767,0.390349,1.904216,2.274193,0.784363,0.397661,0.218893,0.076767,0.038586,0.332122,,,,,,
sample,93,drone,,2.323149,4.080645,0.409967,1.914162,2.279565,0.786249,0.398609,0.211179,0.074179,0.037255,0.332135,,,,,,
sample,94,drone,,2.348129,4.137655,0.429631,1.924131,2.284744,0.788069,0.399523,0.203465,0.071592,0.035924,0.332148,,,,,,
sample,95,drone,,2.373109,4.194791,0.449339,1.934122,2.289730,0.789826,0.400404,0.195751,0.069004,0.034593,0.332162,,,,,,
sample,96,drone,,2.398089,4.252050,0.469090,1.944135,2.294524,0.791517,0.401251,0.188036,0.066417,0.033262,0.332177,,,,,,
sample,97,drone,,2.423069,4.309426,0.488883,1.954168,2.299124,0.793144,0.402065,0.180322,0.063829,0.031931,0.332192,,,,,,
sample,98,drone,,2.448050,4.366915,0.508716,1.964222,2.303532,0.794706,0.402846,0.172608,0.061242,0.030600,0.332209,,,,,,
sample,99,drone,,2.473030,4.424511,0.528587,1.974295,2.307748,0.796203,0.403594,0.164894,0.058654,0.029269,0.332225,,,,,,
sample,100,drone,,2.498010,4.482210,0.548494,1.984386,2.311771,0.797636,0.404309,0.157179,0.056067,0.027938,0.332243,,,,,,
sample,101,drone,,2.522990,4.540008,0.568437,1.994494,2.315601,0.799004,0.404990,0.149465,0.053479,0.026607,0.332261,,,,,,
sample,102,drone,,2.547970,4.597898,0.588413,2.004619,2.319238,0.800308,0.405638,0.141751,0.050891,0.025276,0.332279,,,,,,
sample,103,drone,,2.572950,4.655877,0.608421,2.014760,2.322682,0.801547,0.406253,0.134036,0.048304,0.023945,0.332299,,,,,,
sample,104,drone,,2.597930,4.713940,0.628458,2.024916,2.325934,0.802721,0.406834,0.126322,0.045716,0.022614,0.332319,,,,,,
sample,105,drone,,2.622910,4.772081,0.648525,2.035085,2.328994,0.803831,0.407383,0.118608,0.043129,0.021283,0.332339,,,,,,
sample,106,drone,,2.647890,4.830297,0.668618,2.045268,2.331860,0.804876,0.407898,0.110894,0.040541,0.019952,0.332361,,,,,,
sample,107,drone,,2.672870,4.888582,0.688736,2.055464,2.334534,0.805856,0.408379,0.103179,0.037954,0.018621,0.332383,,,,,,
sample,108,drone,,2.697851,4.946931,0.708879,2.065671,2.337015,0.806772,0.408828,0.095465,0.035366,0.017290,0.332406,,,,,,
sample,109,drone,,2.722831,5.005339,0.729043,2.075889,2.339303,0.807623,0.409243,0.087751,0.032779,0.015959,0.332429,,,,,,
sample,110,drone,,2.747811,5.063803,0.749228,2.086117,2.341399,0.808410,0.409625,0.080036,0.030191,0.014628,0.332453,,,,,,
sample,111,drone,,2.772791,5.122316,0.769431,2.096354,2.343302,0.809132,0.409974,0.072322,0.027604,0.013297,0.332478,,,,,,
sample,112,drone,,2.797771,5.180875,0.789652,2.106599,2.345012,0.809789,0.410290,0.064608,0.025016,0.011966,0.332503,,,,,,
sample,113,drone,,2.822751,5.239473,0.809888,2.116852,2.346530,0.810382,0.410572,0.056894,0.022429,0.010635,0.332529,,,,,,
sample,114,drone,,2.847731,5.298108,0.830139,2.127112,2.347855,0.810909,0.410821,0.049179,0.019841,0.009304,0.332556,,,,,,
sample,115,drone,,2.872711,5.356773,0.850402,2.137377,2.348987,0.811373,0.411037,0.041465,0.017253,0.007973,0.332583,,,,,,
sample,116,drone,,2.897691,5.415463,0.870675,2.147647,2.349926,0.811771,0.411219,0.033751,0.014666,0.006642,0.332612,,,,,,
sample,117,drone,,2.922671,5.474175,0.890958,2.157921,2.350673,0.812105,0.411368,0.026036,0.012078,0.005311,0.332641,,,,,,
sample,118,drone,,2.947651,5.532904,0.911248,2.168199,2.351227,0.812375,0.411484,0.018322,0.009491,0.003980,0.332670,,,,,,
sample,119,drone,,2.972632,5.591643,0.931544,2.178479,2.351588,0.812580,0.411567,0.010608,0.006903,0.002649,0.332701,,,,,,
sample,120,drone,,2.997612,5.650389,0.951845,2.188761,2.351757,0.812720,0.411617,0.002894,0.004316,0.001318,0.332732,,,,,,
sample,121,drone,,3.022592,5.709137,0.972148,2.199044,2.351733,0.812795,0.411633,-0.004821,0.001728,-0.000013,0.332763,,,,,,
sample,122,drone,,3.047572,5.767882,0.992452,2.209326,2.351516,0.812806,0.411616,-0.012535,-0.000859,-0.001344,0.332796,,,,,,
sample,123,drone,,3.072552,5.826620,1.012756,2.219608,2.351107,0.812752,0.411566,-0.020249,-0.003447,-0.002675,0.332829,,,,,,
