section,index,name,t,x,y,z,vx,vy,vz,ax,ay,az,yaw
crossing,1,G6,9.750000,11.941178,-2.293243,2.583916,,,,,,
crossing,2,G1,17.250000,2.488383,-2.402089,2.294385,,,,,,
crossing,3,G4,22.000000,7.776039,-0.232683,1.269322,,,,,,
crossing,4,G2,25.500000,4.588710,1.131967,2.699824,,,,,,
crossing,5,G5,29.500000,9.093340,2.216109,3.680185,,,,,,
crossing,6,G3,32.500000,6.377665,2.508417,1.398970,,,,,,
sample,0,drone,0.000000,0.000000,-1.000000,1.200000,0.000080,-0.000009,0.000009,0.009571,-0.001037,0.001109,-0.107879
sample,1,drone,0.024987,0.000002,-1.000000,1.200000,0.000319,-0.000035,0.000037,0.019075,-0.002066,0.002211,-0.107880
sample,2,drone,0.049974,0.000016,-1.000002,1.200002,0.001033,-0.000112,0.000120,0.037940,-0.004109,0.004397,-0.107881
sample,3,drone,0.074961,0.000054,-1.000006,1.200006,0.002215,-0.000240,0.000257,0.056518,-0.006121,0.006550,-0.107881
sample,4,drone,0.099948,0.000127,-1.000014,1.200015,0.003858,-0.000418,0.000447,0.074804,-0.008101,0.008669,-0.107881
sample,5,drone,0.124935,0.000246,-1.000027,1.200029,0.005954,-0.000645,0.000690,0.092799,-0.010050,0.010755,-0.107881
sample,6,drone,0.149922,0.000424,-1.000046,1.200049,0.008495,-0.000920,0.000985,0.110504,-0.011968,0.012807,-0.107881
sample,7,drone,0.174909,0.000671,-1.000073,1.200078,0.011476,-0.001243,0.001330,0.127921,-0.013854,0.014825,-0.107881
sample,8,drone,0.199896,0.000998,-1.000108,1.200116,0.014888,-0.001612,0.001725,0.145052,-0.015709,0.016811,-0.107881
sample,9,drone,0.224883,0.001415,-1.000153,1.200164,0.018725,-0.002028,0.002170,0.161899,-0.017534,0.018763,-0.107881
sample,10,drone,0.249870,0.001933,-1.000209,1.200224,0.022979,-0.002489,0.002663,0.178461,-0.019328,0.020683,-0.107881
sample,11,drone,0.274857,0.002563,-1.000278,1.200297,0.027643,-0.002994,0.003204,0.194743,-0.021091,0.022570,-0.107881
sample,12,drone,0.299844,0.003315,-1.000359,1.200384,0.032711,-0.003543,0.003791,0.210744,-0.022824,0.024424,-0.107881
sample,13,drone,0.324831,0.004198,-1.000455,1.200487,0.038175,-0.004134,0.004424,0.226466,-0.024526,0.026246,-0.107881
sample,14,drone,0.349818,0.005223,-1.000566,1.200605,0.044028,-0.004768,0.005103,0.241911,-0.026199,0.028036,-0.107881
sample,15,drone,0.374805,0.006398,-1.000693,1.200742,0.050264,-0.005444,0.005825,0.257080,-0.027842,0.029794,-0.107881
sample,16,drone,0.399792,0.007735,-1.000838,1.200896,0.056876,-0.006160,0.006592,0.271975,-0.029455,0.031520,-0.107881
sample,17,drone,0.424779,0.009241,-1.001001,1.201071,0.063856,-0.006916,0.007401,0.286597,-0.031039,0.033215,-0.107881
sample,18,drone,0.449766,0.010926,-1.001183,1.201266,0.071198,-0.007711,0.008251,0.300949,-0.032593,0.034878,-0.107881
