section,index,name,t,x,y,z,vx,vy,vz,ax,ay,az,yaw,local_u,local_v,plane_error,gate_margin,contains
sample,645,drone,16.120795,9.881736,2.797765,1.808920,1.307247,-0.929910,-0.618220,-0.857484,0.087262,0.711409,-0.618303,,,,,
sample,646,drone,16.145788,9.914141,2.774550,1.793691,1.284981,-0.927078,-0.599792,-0.924252,0.139359,0.763217,-0.624992,,,,,
sample,647,drone,16.170782,9.945968,2.751423,1.778939,1.261046,-0.922944,-0.580069,-0.991020,0.191457,0.815026,-0.631808,,,,,
sample,648,drone,16.195775,9.977177,2.728415,1.764695,1.235443,-0.917507,-0.559051,-1.057788,0.243555,0.866835,-0.638783,,,,,
sample,649,drone,16.220769,10.007724,2.705559,1.750993,1.208171,-0.910769,-0.536738,-1.124556,0.295652,0.918643,-0.645955,,,,,
sample,650,drone,16.245762,10.037569,2.682889,1.737865,1.179230,-0.902729,-0.513131,-1.191324,0.347750,0.970452,-0.653363,,,,,
sample,651,drone,16.270756,10.066670,2.660435,1.725343,1.148620,-0.893386,-0.488228,-1.258092,0.399848,1.022261,-0.661051,,,,,
sample,652,drone,16.295749,10.094985,2.638231,1.713460,1.116342,-0.882741,-0.462031,-1.324860,0.451946,1.074069,-0.669072,,,,,
sample,653,drone,16.320743,10.122473,2.616309,1.702248,1.082394,-0.870795,-0.434539,-1.391628,0.504043,1.125878,-0.677484,,,,,
sample,654,drone,16.345736,10.149091,2.594703,1.691739,1.046778,-0.857546,-0.405752,-1.458396,0.556141,1.177687,-0.686353,,,,,
sample,655,drone,16.370730,10.174798,2.573443,1.681966,1.009494,-0.842995,-0.375670,-1.525164,0.608239,1.229495,-0.695761,,,,,
sample,656,drone,16.395723,10.199553,2.552564,1.672960,0.970540,-0.827142,-0.344293,-1.591932,0.660336,1.281304,-0.705798,,,,,
sample,657,drone,16.420717,10.223312,2.532097,1.664755,0.929918,-0.809987,-0.311622,-1.658700,0.712434,1.333113,-0.716577,,,,,
sample,658,drone,16.445710,10.246036,2.512075,1.657383,0.887627,-0.791529,-0.277655,-1.725468,0.764532,1.384921,-0.728231,,,,,
sample,659,drone,16.470704,10.267682,2.492531,1.650876,0.843667,-0.771770,-0.242393,-1.792236,0.816629,1.436730,-0.740921,,,,,
sample,660,drone,16.495697,10.288209,2.473497,1.645267,0.798038,-0.750709,-0.205837,-1.859004,0.868727,1.488539,-0.754848,,,,,
sample,661,drone,16.520691,10.307574,2.455005,1.640587,0.750741,-0.728345,-0.167986,-1.925772,0.920825,1.540347,-0.770258,,,,,
sample,662,drone,16.545684,10.325736,2.437089,1.636870,0.701775,-0.704679,-0.128840,-1.992540,0.972923,1.592156,-0.787463,,,,,
sample,663,drone,16.570678,10.342653,2.419780,1.634147,0.651140,-0.679712,-0.088399,-2.059308,1.025020,1.643965,-0.806864,,,,,
sample,664,drone,16.595671,10.358284,2.403112,1.632451,0.598836,-0.653442,-0.046663,-2.126076,1.077118,1.695773,-0.828976,,,,,
sample,665,drone,16.620665,10.372587,2.387117,1.631814,0.544864,-0.625870,-0.003632,-2.192844,1.129216,1.747582,-0.854481,,,,,
sample,666,drone,16.645658,10.385520,2.371827,1.632269,0.489223,-0.596996,0.040693,-2.243106,1.165705,1.793256,-0.884293,,,,,
sample,667,drone,16.670652,10.397042,2.357275,1.633848,0.432738,-0.567600,0.086007,-1.792534,0.730138,1.650162,-0.919407,,,,,
sample,668,drone,16.695645,10.407152,2.343454,1.636569,0.399619,-0.560498,0.123180,-0.639137,-0.362804,1.233661,-0.951418,,,,,
sample,669,drone,16.720638,10.417018,2.329257,1.640006,0.400789,-0.585735,0.147674,0.262801,-1.207478,0.893014,-0.970719,,,,,
sample,670,drone,16.745632,10.427186,2.314175,1.643950,0.412756,-0.620856,0.167819,0.474160,-1.393671,0.799896,-0.984075,,,,,
sample,671,drone,16.770625,10.437650,2.298222,1.648395,0.424491,-0.655401,0.187658,0.464896,-1.370579,0.787683,-0.996052,,,,,
sample,672,drone,16.795619,10.448405,2.281414,1.653331,0.435995,-0.689368,0.207193,0.455632,-1.347486,0.775469,-1.006853,,,,,
sample,673,drone,16.820612,10.459444,2.263763,1.658751,0.447267,-0.722757,0.226422,0.446368,-1.324393,0.763255,-1.016643,,,,,
sample,674,drone,16.845606,10.470762,2.245285,1.664649,0.458307,-0.755570,0.245345,0.437104,-1.301301,0.751041,-1.025559,,,,,
sample,675,drone,16.870599,10.482354,2.225994,1.671016,0.469116,-0.787805,0.263964,0.427840,-1.278208,0.738827,-1.033713,,,,,
sample,676,drone,16.895593,10.494212,2.205905,1.677844,0.479694,-0.819464,0.282277,0.418576,-1.255115,0.726613,-1.041200,,,,,
sample,677,drone,16.920586,10.506332,2.185032,1.685126,0.490040,-0.850545,0.300285,0.409312,-1.232022,0.714399,-1.048100,,,,,
sample,678,drone,16.945580,10.518708,2.163389,1.692854,0.500154,-0.881049,0.317988,0.400048,-1.208930,0.702185,-1.054480,,,,,
sample,679,drone,16.970573,10.531333,2.140991,1.701021,0.510037,-0.910976,0.335385,0.390784,-1.185837,0.689971,-1.060400,,,,,
sample,680,drone,16.995567,10.544203,2.117852,1.709619,0.519688,-0.940325,0.352477,0.381520,-1.162744,0.677757,-1.065907,,,,,
sample,681,drone,17.020560,10.557311,2.093987,1.718640,0.529108,-0.969098,0.369264,0.372256,-1.139652,0.665543,-1.071045,,,,,
sample,682,drone,17.045554,10.570651,2.069410,1.728077,0.538296,-0.997293,0.385746,0.362992,-1.116559,0.653329,-1.075851,,,,,
sample,683,drone,17.070547,10.584219,2.044135,1.737922,0.547253,-1.024911,0.401922,0.353728,-1.093466,0.641115,-1.080358,,,,,
sample,684,drone,17.095541,10.598007,2.018178,1.748168,0.555978,-1.051952,0.417793,0.344464,-1.070374,0.628901,-1.084594,,,,,
sample,685,drone,17.120534,10.612010,1.991551,1.758807,0.564471,-1.078416,0.433359,0.335199,-1.047281,0.616688,-1.088584,,,,,
sample,686,drone,17.145528,10.626223,1.964271,1.769830,0.572733,-1.104302,0.448620,0.325935,-1.024188,0.604474,-1.092350,,,,,
sample,687,drone,17.170521,10.640640,1.936351,1.781232,0.580764,-1.129612,0.463575,0.316671,-1.001096,0.592260,-1.095911,,,,,
sample,688,drone,17.195515,10.655254,1.907805,1.793003,0.588563,-1.154344,0.478225,0.307407,-0.978003,0.580046,-1.099286,,,,,
sample,689,drone,17.220508,10.670060,1.878649,1.805137,0.596130,-1.178499,0.492570,0.298143,-0.954910,0.567832,-1.102489,,,,,
sample,690,drone,17.245502,10.685052,1.848895,1.817625,0.603466,-1.202077,0.506609,0.288879,-0.931817,0.555618,-1.105534,,,,,
sample,691,drone,17.270495,10.700225,1.818560,1.830461,0.610570,-1.225078,0.520343,0.279615,-0.908725,0.543404,-1.108435,,,,,
sample,692,drone,17.295489,10.715573,1.787658,1.843636,0.617443,-1.247501,0.533772,0.270351,-0.885632,0.531190,-1.111202,,,,,
sample,693,drone,17.320482,10.731090,1.756202,1.857142,0.624084,-1.269348,0.546896,0.261087,-0.862539,0.518976,-1.113845,,,,,
sample,694,drone,17.345475,10.746769,1.724207,1.870973,0.630494,-1.290617,0.559714,0.251823,-0.839447,0.506762,-1.116374,,,,,
sample,695,drone,17.370469,10.762606,1.691687,1.885121,0.636672,-1.311309,0.572227,0.242559,-0.816354,0.494548,-1.118796,,,,,
sample,696,drone,17.395462,10.778594,1.658658,1.899577,0.642619,-1.331424,0.584435,0.233295,-0.793261,0.482334,-1.121121,,,,,
sample,697,drone,17.420456,10.794729,1.625134,1.914335,0.648334,-1.350962,0.596338,0.224031,-0.770169,0.470120,-1.123353,,,,,
sample,698,drone,17.445449,10.811003,1.591128,1.929386,0.653817,-1.369923,0.607935,0.214767,-0.747076,0.457906,-1.125501,,,,,
sample,699,drone,17.470443,10.827411,1.556655,1.944724,0.659069,-1.388306,0.619227,0.205503,-0.723983,0.445692,-1.127569,,,,,
sample,700,drone,17.495436,10.843948,1.521731,1.960340,0.664090,-1.406112,0.630214,0.196238,-0.700890,0.433479,-1.129563,,,,,
sample,701,drone,17.520430,10.860607,1.486368,1.976226,0.668879,-1.423341,0.640895,0.186974,-0.677798,0.421265,-1.131488,,,,,
sample,702,drone,17.545423,10.877383,1.450582,1.992376,0.673436,-1.439993,0.651272,0.177710,-0.654705,0.409051,-1.133349,,,,,
sample,703,drone,17.570417,10.894270,1.414387,2.008781,0.677762,-1.456068,0.661343,0.168446,-0.631612,0.396837,-1.135149,,,,,
sample,704,drone,17.595410,10.911262,1.377798,2.025434,0.681856,-1.471566,0.671108,0.159182,-0.608520,0.384623,-1.136893,,,,,
sample,705,drone,17.620404,10.928354,1.340828,2.042328,0.685719,-1.486486,0.680569,0.149918,-0.585427,0.372409,-1.138583,,,,,
sample,706,drone,17.645397,10.945539,1.303493,2.059454,0.689350,-1.500829,0.689724,0.140654,-0.562334,0.360195,-1.140225,,,,,
sample,707,drone,17.670391,10.962812,1.265806,2.076805,0.692750,-1.514596,0.698574,0.131390,-0.539242,0.347981,-1.141820,,,,,
sample,708,drone,17.695384,10.980168,1.227783,2.094374,0.695918,-1.527785,0.707118,0.122126,-0.516149,0.335767,-1.143371,,,,,
sample,709,drone,17.720378,10.997599,1.189437,2.112152,0.698855,-1.540396,0.715358,0.112862,-0.493056,0.323553,-1.144882,,,,,
sample,710,drone,17.745371,11.015101,1.150783,2.130132,0.701560,-1.552431,0.723292,0.103598,-0.469963,0.311339,-1.146355,,,,,
sample,711,drone,17.770365,11.032668,1.111836,2.148307,0.704033,-1.563888,0.730921,0.094334,-0.446871,0.299125,-1.147792,,,,,
sample,712,drone,17.795358,11.050294,1.072609,2.166669,0.706275,-1.574769,0.738244,0.085070,-0.423778,0.286911,-1.149195,,,,,
sample,713,drone,17.820352,11.067972,1.033118,2.185210,0.708286,-1.585072,0.745262,0.075806,-0.400685,0.274697,-1.150567,,,,,
sample,714,drone,17.845345,11.085699,0.993376,2.203922,0.710064,-1.594798,0.751975,0.066542,-0.377593,0.262484,-1.151910,,,,,
sample,715,drone,17.870339,11.103466,0.953399,2.222799,0.711612,-1.603946,0.758383,0.057277,-0.354500,0.250270,-1.153225,,,,,
sample,716,drone,17.895332,11.121270,0.913200,2.241831,0.712928,-1.612518,0.764486,0.048013,-0.331407,0.238056,-1.154514,,,,,
sample,717,drone,17.920326,11.139104,0.872794,2.261013,0.714012,-1.620512,0.770283,0.038749,-0.308315,0.225842,-1.155780,,,,,
sample,718,drone,17.945319,11.156961,0.832195,2.280335,0.714865,-1.627930,0.775775,0.029485,-0.285222,0.213628,-1.157023,,,,,
sample,719,drone,17.970312,11.174837,0.791418,2.299791,0.715486,-1.634770,0.780961,0.020221,-0.262129,0.201414,-1.158245,,,,,
sample,720,drone,17.995306,11.192726,0.750478,2.319373,0.715875,-1.641033,0.785843,0.010957,-0.239037,0.189200,-1.159448,,,,,
sample,721,drone,18.020299,11.210622,0.709388,2.339073,0.716033,-1.646719,0.790419,0.001693,-0.215944,0.176986,-1.160634,,,,,
sample,722,drone,18.045293,11.228519,0.668164,2.358884,0.715960,-1.651827,0.794690,-0.007571,-0.192851,0.164772,-1.161803,,,,,
sample,723,drone,18.070286,11.246411,0.626818,2.378798,0.715655,-1.656359,0.798655,-0.016835,-0.169758,0.152558,-1.162957,,,,,
sample,724,drone,18.095280,11.264292,0.585367,2.398806,0.715118,-1.660313,0.802316,-0.026099,-0.146666,0.140344,-1.164097,,,,,
sample,725,drone,18.120273,11.282157,0.543824,2.418903,0.714350,-1.663690,0.805671,-0.035363,-0.123573,0.128130,-1.165224,,,,,
sample,726,drone,18.145267,11.300000,0.502204,2.439079,0.713351,-1.666490,0.808721,-0.044627,-0.100480,0.115916,-1.166340,,,,,
sample,727,drone,18.170260,11.317815,0.460522,2.459328,0.712120,-1.668713,0.811465,-0.053891,-0.077388,0.103702,-1.167446,,,,,
sample,728,drone,18.195254,11.335597,0.418791,2.479642,0.710657,-1.670358,0.813904,-0.063155,-0.054295,0.091488,-1.168543,,,,,
sample,729,drone,18.220247,11.353339,0.377026,2.500013,0.708963,-1.671427,0.816038,-0.072419,-0.031202,0.079275,-1.169632,,,,,
sample,730,drone,18.245241,11.371036,0.335241,2.520433,0.707037,-1.671918,0.817867,-0.081684,-0.008110,0.067061,-1.170715,,,,,
sample,731,drone,18.270234,11.388682,0.293451,2.540896,0.704880,-1.671832,0.819391,-0.090948,0.014983,0.054847,-1.171791,,,,,
sample,732,drone,18.295228,11.406271,0.251671,2.561392,0.702491,-1.671169,0.820609,-0.100212,0.038076,0.042633,-1.172863,,,,,
sample,733,drone,18.320221,11.423797,0.209915,2.581915,0.699870,-1.669929,0.821522,-0.109476,0.061169,0.030419,-1.173932,,,,,
sample,734,drone,18.345215,11.441255,0.168197,2.602458,0.697018,-1.668111,0.822129,-0.118740,0.084261,0.018205,-1.174998,,,,,
sample,735,drone,18.370208,11.458639,0.126531,2.623011,0.693935,-1.665717,0.822432,-0.128004,0.107354,0.005991,-1.176063,,,,,
sample,736,drone,18.395202,11.475943,0.084932,2.643568,0.690620,-1.662745,0.822429,-0.137268,0.130447,-0.006223,-1.177128,,,,,
sample,737,drone,18.420195,11.493161,0.043415,2.664122,0.687073,-1.659196,0.822121,-0.146532,0.153539,-0.018437,-1.178194,,,,,
sample,738,drone,18.445189,11.510287,0.001994,2.684664,0.683295,-1.655070,0.821507,-0.155796,0.176632,-0.030651,-1.179262,,,,,
sample,739,drone,18.470182,11.527317,-0.039317,2.705186,0.679285,-1.650367,0.820588,-0.165060,0.199725,-0.042865,-1.180333,,,,,
sample,740,drone,18.495176,11.544243,-0.080503,2.725682,0.675044,-1.645087,0.819364,-0.174324,0.222817,-0.055079,-1.181408,,,,,
sample,741,drone,18.520169,11.561060,-0.121549,2.746144,0.670571,-1.639229,0.817835,-0.183588,0.245910,-0.067293,-1.182489,,,,,
sample,742,drone,18.545163,11.577763,-0.162443,2.766564,0.665867,-1.632794,0.816001,-0.192852,0.269003,-0.079507,-1.183577,,,,,
sample,743,drone,18.570156,11.594345,-0.203168,2.786933,0.660931,-1.625782,0.813861,-0.202116,0.292096,-0.091720,-1.184672,,,,,
sample,744,drone,18.595150,11.610801,-0.243711,2.807246,0.655764,-1.618193,0.811416,-0.211380,0.315188,-0.103934,-1.185777,,,,,
sample,745,drone,18.620143,11.627124,-0.284056,2.827494,0.650365,-1.610027,0.808666,-0.220644,0.338281,-0.116148,-1.186892,,,,,
sample,746,drone,18.645136,11.643310,-0.324191,2.847669,0.644735,-1.601284,0.805610,-0.229909,0.361374,-0.128362,-1.188019,,,,,
sample,747,drone,18.670130,11.659353,-0.364100,2.867764,0.638873,-1.591963,0.802249,-0.239173,0.384466,-0.140576,-1.189160,,,,,
sample,748,drone,18.695123,11.675246,-0.403768,2.887771,0.632779,-1.582065,0.798583,-0.248437,0.407559,-0.152790,-1.190316,,,,,
sample,749,drone,18.720117,11.690983,-0.443182,2.907682,0.626454,-1.571590,0.794612,-0.257701,0.430652,-0.165004,-1.191487,,,,,
sample,750,drone,18.745110,11.706560,-0.482327,2.927491,0.619897,-1.560538,0.790335,-0.266965,0.453744,-0.177218,-1.192677,,,,,
sample,751,drone,18.770104,11.721970,-0.521189,2.947189,0.613109,-1.548909,0.785753,-0.276229,0.476837,-0.189432,-1.193887,,,,,
sample,752,drone,18.795097,11.737208,-0.559753,2.966768,0.606090,-1.536703,0.780866,-0.285493,0.499930,-0.201646,-1.195119,,,,,
sample,753,drone,18.820091,11.752267,-0.598004,2.986222,0.598838,-1.523919,0.775673,-0.294757,0.523022,-0.213860,-1.196374,,,,,
sample,754,drone,18.845084,11.767142,-0.635929,3.005542,0.591356,-1.510558,0.770176,-0.304021,0.546115,-0.226074,-1.197655,,,,,
sample,755,drone,18.870078,11.781827,-0.673512,3.024721,0.583641,-1.496620,0.764373,-0.313285,0.569208,-0.238288,-1.198964,,,,,
sample,756,drone,18.895071,11.796316,-0.710740,3.043751,0.575695,-1.482105,0.758264,-0.322549,0.592301,-0.250502,-1.200303,,,,,
sample,757,drone,18.920065,11.810604,-0.747598,3.062624,0.567518,-1.467013,0.751851,-0.331813,0.615393,-0.262715,-1.201675,,,,,
sample,758,drone,18.945058,11.824685,-0.784072,3.081333,0.559109,-1.451344,0.745132,-0.341077,0.638486,-0.274929,-1.203082,,,,,
sample,759,drone,18.970052,11.838552,-0.820146,3.099871,0.550469,-1.435097,0.738108,-0.350341,0.661579,-0.287143,-1.204528,,,,,
sample,760,drone,18.995045,11.852201,-0.855808,3.118229,0.541597,-1.418273,0.730779,-0.359605,0.684671,-0.299357,-1.206016,,,,,
sample,761,drone,19.020039,11.865625,-0.891042,3.136400,0.532493,-1.400873,0.723144,-0.368870,0.707764,-0.311571,-1.207549,,,,,
sample,762,drone,19.045032,11.878819,-0.925833,3.154377,0.523158,-1.382894,0.715204,-0.378134,0.730857,-0.323785,-1.209130,,,,,
sample,763,drone,19.070026,11.891776,-0.960168,3.172151,0.513591,-1.364339,0.706959,-0.387398,0.753949,-0.335999,-1.210764,,,,,
sample,764,drone,19.095019,11.904492,-0.994032,3.189716,0.503793,-1.345207,0.698409,-0.396662,0.777042,-0.348213,-1.212456,,,,,
sample,765,drone,19.120013,11.916959,-1.027411,3.207062,0.493763,-1.325497,0.689553,-0.405926,0.800135,-0.360427,-1.214209,,,,,
sample,766,drone,19.145006,11.929173,-1.060290,3.224184,0.483502,-1.305211,0.680392,-0.415190,0.823228,-0.372641,-1.216029,,,,,
sample,767,drone,19.170000,11.941128,-1.092655,3.241073,0.473009,-1.284347,0.670926,-0.424454,0.846320,-0.384855,-1.217923,,,,,
sample,768,drone,19.194993,11.952818,-1.124491,3.257722,0.462285,-1.262906,0.661154,-0.433718,0.869413,-0.397069,-1.219896,,,,,
sample,769,drone,19.219987,11.964236,-1.155783,3.274122,0.451329,-1.240887,0.651077,-0.442982,0.892506,-0.409283,-1.221956,,,,,
sample,770,drone,19.244980,11.975378,-1.186519,3.290267,0.440142,-1.218292,0.640695,-0.452246,0.915598,-0.421497,-1.224110,,,,,
sample,771,drone,19.269973,11.986238,-1.216682,3.306149,0.428723,-1.195119,0.630008,-0.461510,0.938691,-0.433711,-1.226367,,,,,
sample,772,drone,19.294967,11.996809,-1.246259,3.321759,0.417072,-1.171370,0.619015,-0.470774,0.961784,-0.445924,-1.228737,,,,,
sample,773,drone,19.319960,12.007086,-1.275235,3.337091,0.405190,-1.147043,0.607718,-0.480038,0.984876,-0.458138,-1.231231,,,,,
sample,774,drone,19.344954,12.017063,-1.303596,3.352137,0.393076,-1.122139,0.596115,-0.489302,1.007969,-0.470352,-1.233861,,,,,
sample,775,drone,19.369947,12.026734,-1.331328,3.366889,0.380731,-1.096657,0.584206,-0.498566,1.031062,-0.482566,-1.236641,,,,,
sample,776,drone,19.394941,12.036094,-1.358415,3.381340,0.368155,-1.070599,0.571993,-0.507831,1.054155,-0.494780,-1.239586,,,,,
sample,777,drone,19.419934,12.045137,-1.384844,3.395482,0.355346,-1.043963,0.559474,-0.517095,1.077247,-0.506994,-1.242715,,,,,
sample,778,drone,19.444928,12.053857,-1.410599,3.409306,0.342307,-1.016751,0.546649,-0.526359,1.100340,-0.519208,-1.246048,,,,,
sample,779,drone,19.469921,12.062248,-1.435668,3.422807,0.329035,-0.988961,0.533520,-0.535623,1.123433,-0.531422,-1.249608,,,,,
sample,780,drone,19.494915,12.070305,-1.460035,3.435975,0.315533,-0.960594,0.520085,-0.544887,1.146525,-0.543636,-1.253423,,,,,
sample,781,drone,19.519908,12.078021,-1.483685,3.448804,0.301798,-0.931649,0.506345,-0.554151,1.169618,-0.555850,-1.257524,,,,,
sample,782,drone,19.544902,12.085391,-1.506605,3.461286,0.287832,-0.902128,0.492300,-0.563415,1.192711,-0.568064,-1.261947,,,,,
sample,783,drone,19.569895,12.092409,-1.528780,3.473413,0.273635,-0.872029,0.477949,-0.572679,1.215803,-0.580278,-1.266736,,,,,
sample,784,drone,19.594889,12.099069,-1.550195,3.485177,0.259206,-0.841354,0.463294,-0.581943,1.238896,-0.592492,-1.271942,,,,,
sample,785,drone,19.619882,12.105365,-1.570836,3.496572,0.244545,-0.810101,0.448333,-0.591207,1.261989,-0.604706,-1.277625,,,,,
sample,786,drone,19.644876,12.111293,-1.590690,3.507588,0.229653,-0.778271,0.433066,-0.600471,1.285081,-0.616919,-1.283858,,,,,
sample,787,drone,19.669869,12.116845,-1.609740,3.518219,0.214529,-0.745864,0.417495,-0.609735,1.308174,-0.629133,-1.290730,,,,,
sample,788,drone,19.694863,12.122017,-1.627973,3.528457,0.199174,-0.712879,0.401618,-0.618999,1.331267,-0.641347,-1.298349,,,,,
sample,789,drone,19.719856,12.126801,-1.645375,3.538295,0.183588,-0.679318,0.385436,-0.628263,1.354360,-0.653561,-1.306849,,,,,
sample,790,drone,19.744850,12.131194,-1.661930,3.547724,0.167769,-0.645179,0.368948,-0.637527,1.377452,-0.665775,-1.316395,,,,,
sample,791,drone,19.769843,12.135188,-1.677625,3.556737,0.151719,-0.610463,0.352156,-0.646792,1.400545,-0.677989,-1.327200,,,,,
sample,792,drone,19.794837,12.138778,-1.692445,3.565327,0.135438,-0.575170,0.335058,-0.656056,1.423638,-0.690203,-1.339534,,,,,
sample,793,drone,19.819830,12.141958,-1.706376,3.573486,0.118925,-0.539300,0.317654,-0.665320,1.446730,-0.702417,-1.353752,,,,,
sample,794,drone,19.844824,12.144722,-1.719403,3.581206,0.102181,-0.502852,0.299946,-0.674584,1.469823,-0.714631,-1.370323,,,,,
sample,795,drone,19.869817,12.147065,-1.731512,3.588479,0.085205,-0.465828,0.281932,-0.683848,1.492916,-0.726845,-1.389885,,,,,
sample,796,drone,19.894810,12.148981,-1.742688,3.595299,0.067997,-0.428226,0.263613,-0.693112,1.516008,-0.739059,-1.413322,,,,,
sample,797,drone,19.919804,12.150464,-1.752918,3.601657,0.050558,-0.390047,0.244989,-0.702376,1.539101,-0.751273,-1.441894,,,,,
sample,798,drone,19.944797,12.151509,-1.762186,3.607545,0.032888,-0.351291,0.226059,-0.711640,1.562194,-0.763487,-1.477449,,,,,
sample,799,drone,19.969791,12.152108,-1.770478,3.612957,0.014986,-0.311958,0.206825,-0.720904,1.585287,-0.775701,-1.522796,,,,,
sample,800,drone,19.994784,12.152258,-1.777780,3.617884,-0.003148,-0.272047,0.187284,-0.730168,1.608379,-0.787915,-1.582368,,,,,
sample,801,drone,20.019778,12.151951,-1.784077,3.622318,-0.021513,-0.231560,0.167439,-0.739432,1.631472,-0.800128,-1.663436,,,,,
sample,802,drone,20.044771,12.151182,-1.789354,3.626253,-0.040110,-0.190495,0.147288,-0.748696,1.654565,-0.812342,-1.778322,,,,,
sample,803,drone,20.069765,12.149946,-1.793599,3.629681,-0.058938,-0.148853,0.126833,-0.757960,1.677657,-0.824556,-1.947807,,,,,
sample,804,drone,20.094758,12.148236,-1.796795,3.632593,-0.077998,-0.106634,0.106071,-0.767224,1.700750,-0.836770,-2.202324,,,,,
sample,805,drone,20.119752,12.146047,-1.798929,3.634983,-0.097290,-0.063838,0.085005,-0.784537,1.703874,-0.832343,-2.560899,,,,,
sample,806,drone,20.144745,12.143373,-1.799986,3.636843,-0.117215,-0.021462,0.064465,-0.853058,1.571387,-0.716223,-2.960496,,,,,
sample,807,drone,20.169739,12.140188,-1.800002,3.638206,-0.139931,0.014711,0.049203,-0.958547,1.317166,-0.503281,3.036846,,,,,
sample,808,drone,20.194732,12.136378,-1.799251,3.639302,-0.165130,0.044379,0.039308,-1.009279,1.163579,-0.379632,2.879045,,,,,
sample,809,drone,20.219726,12.131934,-1.797784,3.640170,-0.190382,0.072875,0.030226,-1.004184,1.133865,-0.361469,2.776016,,,,,
sample,810,drone,20.244719,12.126862,-1.795608,3.640813,-0.215326,0.101057,0.021239,-0.991827,1.121296,-0.357728,2.702787,,,,,
sample,811,drone,20.269713,12.121170,-1.792732,3.641232,-0.239961,0.128925,0.012345,-0.979471,1.108728,-0.353987,2.648570,,,,,
sample,812,drone,20.294706,12.114867,-1.789163,3.641430,-0.264287,0.156479,0.003544,-0.967115,1.096159,-0.350246,2.607016,,,,,
sample,813,drone,20.319700,12.107959,-1.784910,3.641409,-0.288304,0.183719,-0.005163,-0.954758,1.083591,-0.346504,2.574239,,,,,
sample,814,drone,20.344693,12.100455,-1.779980,3.641172,-0.312012,0.210645,-0.013777,-0.942402,1.071022,-0.342763,2.547763,,,,,
sample,815,drone,20.369687,12.092363,-1.774381,3.640721,-0.335411,0.237256,-0.022297,-0.930046,1.058454,-0.339022,2.525945,,,,,
sample,816,drone,20.394680,12.083689,-1.768120,3.640057,-0.358502,0.263553,-0.030723,-0.917690,1.045885,-0.335281,2.507662,,,,,
sample,817,drone,20.419674,12.074442,-1.761206,3.639185,-0.381284,0.289537,-0.039056,-0.905333,1.033317,-0.331540,2.492120,,,,,
sample,818,drone,20.444667,12.064630,-1.753647,3.638105,-0.403757,0.315206,-0.047296,-0.892977,1.020748,-0.327799,2.478743,,,,,
sample,819,drone,20.469661,12.054260,-1.745450,3.636821,-0.425921,0.340561,-0.055442,-0.880621,1.008180,-0.324058,2.467104,,,,,
sample,820,drone,20.494654,12.043339,-1.736624,3.635334,-0.447777,0.365602,-0.063495,-0.868264,0.995611,-0.320317,2.456882,,,,,
sample,821,drone,20.519647,12.031877,-1.727175,3.633647,-0.469323,0.390328,-0.071454,-0.855908,0.983043,-0.316576,2.447829,,,,,
sample,822,drone,20.544641,12.019879,-1.717112,3.631762,-0.490561,0.414741,-0.079319,-0.843552,0.970474,-0.312835,2.439750,,,,,
sample,823,drone,20.569634,12.007355,-1.706443,3.629682,-0.511490,0.438839,-0.087091,-0.831196,0.957906,-0.309094,2.432494,,,,,
sample,824,drone,20.594628,11.994311,-1.695176,3.627409,-0.532110,0.462624,-0.094770,-0.818839,0.945337,-0.305353,2.425935,,,,,
sample,825,drone,20.619621,11.980756,-1.683318,3.624945,-0.552421,0.486094,-0.102355,-0.806483,0.932769,-0.301612,2.419975,,,,,
sample,826,drone,20.644615,11.966698,-1.670878,3.622292,-0.572423,0.509250,-0.109847,-0.794127,0.920200,-0.297871,2.414532,,,,,
sample,827,drone,20.669608,11.952143,-1.657862,3.619454,-0.592117,0.532092,-0.117245,-0.781771,0.907632,-0.294130,2.409537,,,,,
sample,828,drone,20.694602,11.937099,-1.644280,3.616431,-0.611502,0.554620,-0.124549,-0.769414,0.895063,-0.290389,2.404935,,,,,
sample,829,drone,20.719595,11.921576,-1.630139,3.613228,-0.630578,0.576833,-0.131760,-0.757058,0.882495,-0.286648,2.400677,,,,,
sample,830,drone,20.744589,11.905579,-1.615446,3.609845,-0.649345,0.598733,-0.138878,-0.744702,0.869926,-0.282907,2.396724,,,,,
sample,831,drone,20.769582,11.889117,-1.600210,3.606286,-0.667803,0.620318,-0.145902,-0.732345,0.857358,-0.279166,2.393041,,,,,
sample,832,drone,20.794576,11.872197,-1.584438,3.602552,-0.685953,0.641590,-0.152833,-0.719989,0.844789,-0.275425,2.389599,,,,,
sample,833,drone,20.819569,11.854828,-1.568139,3.598646,-0.703793,0.662547,-0.159670,-0.707633,0.832221,-0.271684,2.386373,,,,,
sample,834,drone,20.844563,11.837017,-1.551319,3.594570,-0.721325,0.683190,-0.166413,-0.695277,0.819652,-0.267943,2.383340,,,,,
sample,835,drone,20.869556,11.818771,-1.533988,3.590328,-0.738548,0.703519,-0.173063,-0.682920,0.807084,-0.264202,2.380481,,,,,
sample,836,drone,20.894550,11.800099,-1.516152,3.585920,-0.755462,0.723534,-0.179620,-0.670564,0.794515,-0.260461,2.377779,,,,,
sample,837,drone,20.919543,11.781008,-1.497821,3.581349,-0.772067,0.743234,-0.186083,-0.658208,0.781947,-0.256720,2.375220,,,,,
